,File_List,Header,Text
620,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_48.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_49.png']",ARTISTS-COMMERCIAL,Whyatt Roy Design 146 Westminster St Rm 412
621,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_51.png'],ARTISTS' MATERIALS,Block Artist Materials Co 129 Dyer St
622,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_52.png'],ARTISTS' MATERIALS,Oakes On The Hill Inc 10 Thomas St
623,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_54.png'],ARTS AND CRAFTS WORK,Butterfly The 420 Smith St
624,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_55.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_56.png']",ARTS AND CRAFTS WORK,Crafty Lady The 1630 Mineral Spring Av(N Prov)
625,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_57.png'],ARTS AND CRAFTS WORK,Dunn Margt C Mrs 131 Congdon St
626,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_58.png'],ARTS AND CRAFTS WORK,Four G's Ceramic Studio 876 Douglas Av
627,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_59.png'],ARTS AND CRAFTS WORK,Funnell Plaques 51 Thayer St
628,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_60.png'],ARTS AND CRAFTS WORK,Studio 89 Ceramics Arts Inc 131 Academy Av
629,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_62.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_63.png']",ASPHALT MFRS,New England Bituminous Terminal Inc 29 Terminal Rd
630,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_65.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_66.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_67.png']",*ATTORNEYS,"Gardner Sawyer Cottam Gates Day & Sloan 1309 Turks Head Bldg, (02903), Tel 421- 5927"
631,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_69.png']",*ATTORNEYS,"Letts Quinn & Licht 1616 Hospital Trust Tower Providence, RI 02903 Tel 421-5650"
632,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_70.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_71.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_72.png']",*ATTORNEYS,"Rice Dolan Kiernan & Kershaw 40 Westminster St, Suite 830 (02903), Tel 272-8800"
633,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_75.png']",AUCTIONEERS,Associated Appraisers 111 Westminster St Rm 915
634,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_76.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_77.png']",AUCTIONEERS,Carter Barnett & Co Inc 15 Westminster St Rm 936
635,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_78.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_79.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_80.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_81.png']",AUCTIONEERS,"GROSS G L & H J INC 1100 Turks Head Bldg, 76 Westminster St (02903) Tel 272-5400 (See Index To Advertisers)"
636,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_2.png'],AUDIO-VISUAL AIDS,Audio-Visual Ltd 88 Academy Av
637,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_3.png'],AUDIO-VISUAL AIDS,Hearing Aid Center 145 Waterman St
638,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_4.png'],AUDIO-VISUAL AIDS,P M A Engineering 26 Bellevue Av (N Prov)
639,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_5.png'],AUDIO-VISUAL AIDS,W S B E TV (Board Of Regents) 24 Mason St
640,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_7.png'],AUTHORS AN D COMPOSERS,Aquino Anthony S 42 Elton St
641,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_8.png'],AUTHORS AN D COMPOSERS,Brown Philip W 1 Jackson Walkway
642,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_9.png'],AUTHORS AN D COMPOSERS,Cabral Geo A 63 Charles Field St
643,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_10.png'],AUTHORS AN D COMPOSERS,Carter Arth P 7 Thomas St
644,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_11.png'],AUTHORS AN D COMPOSERS,Cassill Karilyn Mrs 22 Boylston Av
645,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_12.png'],AUTHORS AN D COMPOSERS,Coe Arth C 5 Catalpa Rd
646,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_13.png'],AUTHORS AN D COMPOSERS,Corbett W Scott 149 Benefit St
647,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_14.png'],AUTHORS AN D COMPOSERS,Crane James 53 Hillview Av
648,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_15.png'],AUTHORS AN D COMPOSERS,Daniels Leslie N 12 Cady St Apt 2
649,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_16.png'],AUTHORS AN D COMPOSERS,Dow Richd A 69 Vemdale Av
650,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_17.png'],AUTHORS AN D COMPOSERS,Dunn Richd A 257 Doyle Av
651,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_18.png'],AUTHORS AN D COMPOSERS,Hewitt J 48 Carrington Av
652,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_19.png'],AUTHORS AN D COMPOSERS,O Donnell Thos 178 Bowen St
653,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_20.png'],AUTHORS AN D COMPOSERS,Ott Joseph K 43 Benefit St
654,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_21.png'],AUTHORS AN D COMPOSERS,Paros Lawrence 49 Boylston Av
655,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_22.png'],AUTHORS AN D COMPOSERS,Potek Jason 246 Waterman St
656,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_23.png'],AUTHORS AN D COMPOSERS,Reynolds Wm W 108 Hope St
657,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_24.png'],AUTHORS AN D COMPOSERS,Rice Mary R 14 Methyl St
658,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_25.png'],AUTHORS AN D COMPOSERS,Richmond Margt E M58 32 Barnes St
659,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_26.png'],AUTHORS AN D COMPOSERS,Simister Florence P Mrs 100 Angel) St Apt 2
660,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_27.png'],AUTHORS AN D COMPOSERS,Stokes Gail T Mrs 234 Morris Av
661,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_30.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_31.png']",AUTOMOBILE ACCESSORIES AN D PARTS-MFRS,Engine Parts Warehouse Inc 486 Washington St
662,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_32.png'],AUTOMOBILE ACCESSORIES AN D PARTS-MFRS,Steiner Sales 97 Dexterdale Rd
663,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_33.png'],AUTOMOBILE ACCESSORIES AN D PARTS-MFRS,Werner Sullivan & Nilsson 438 W Fountain St
664,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_36.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,APB Auto Parts 309 Huntington Av
665,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_37.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Allston St Used Auto Parts 72 Allston St
666,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_39.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Atlantic Auto & Truck Supply Inc 1005 Broad St
667,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_40.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_41.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Bap-Geon Imported Car Parts Of New England 1884 Westminster St
668,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_42.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Benny's Auto Stores 1380 Broad St
669,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_43.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Benny's Home & Auto Store 70 Branch Av
670,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_44.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Benny's Home & Auto Store 1100 N Main St
671,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_45.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Benny's Inc (Br) 1070 Chalkstone Av
672,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_46.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Benny18 Inc (Br) 24 Plainfield St
673,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_47.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,BilPs Auto Top 1290 Broad St
674,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_48.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Brake & Electric Sales Corp 260 Kinsley Av
675,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_49.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_50.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Crown Automotive Distributors Ltd 280- Plainfield St
676,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_51.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_52.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_53.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,"D'AGOSTINO RON 75 Ellenfield St (02905), Tel 461-4200 (See Index To Advertisers)"
677,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_54.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Davis W E Co 45 Waldo St
678,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_55.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Durfee'a Auto Supply Station 1197 Broad St
679,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_56.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Foreign Auto P8118 Inc 1396 Broad St
680,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_57.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Herbs Auto Supply Inc 116 Hartford Av
681,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_58.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_59.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_60.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,"IMPORTED CAR PARTS OF NEW ENGLAND 1884 Westminster St (02909), Tel 331-2621"
682,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_61.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Janelle Co 790 Charles St
683,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_62.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Manton Auto Parts 910 Manton Av
684,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_63.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Mc Laughlin Automotive 372 Plainfield St
685,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_64.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Montgomery Distributors Inc 135 Broadway
686,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_65.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_66.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,New Englahd Wheel & Rim Co 313 W Fountain St
687,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_67.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,aneyville Auto Supply Co 4 Pocasset Av
688,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_68.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Parts Place Inc 1039 Branch Av
689,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_69.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Rhode Island Aquarium Center 905 N Main St
690,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_70.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Shaset's Auto Sdpply Co Inc 1146 Broad St
691,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_71.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,T B A Inc 120 Main'ton Av
692,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_72.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Thorpe Automotive Co 2026 Smith St (N Prov)
693,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_73.png'],AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Twin- City Supply Co 885 Westminster ISt
694,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_78.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,A & A Auto Parts 383 Huntington Av
695,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_79.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,A B 0 Auto Parts 795 N Mai; St 1-
696,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_80.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,Automotive Marketers Inc 49 Waldo St
697,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_81.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,Appomotive Service Corp 388 W Fountain St
698,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_82.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,D'Agostino Auto Parts Rear 1174 Douglas Av
699,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_83.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,- (N Prov)
700,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_84.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,Mapna-Hoffman Supply Co 45 Waldo St
701,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (1)_85.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J O'BBERS,Mellor's Auto P8118 140 Narragansett Av
702,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_4.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J OBBERS-CONTD,Mr P S 903 Manton Av
703,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_5.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J OBBERS-CONTD,Parkhurst Auto Parts Inc 600 Cranston St
704,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_6.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J OBBERS-CONTD,R I Auto Supply 1895 Smith St (N Prov)
705,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_7.png'],AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AN D J OBBERS-CONTD,Wholesale Auto Parts Inc 38 Oriental St
706,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_9.png'],AUTOMOBILE BODY,REPAIRERS
707,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_10.png'],AUTOMOBILE BODY,A & B Auto 164 Point St
708,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_11.png'],AUTOMOBILE BODY,A&J Auto Body And Sales 149 Dexter St
709,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_12.png'],AUTOMOBILE BODY,Allendale Auto Body 110 Aldrich St
710,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_13.png'],AUTOMOBILE BODY,Alpine Auto Body Inc 416 W Fountain St
711,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_14.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_16.png']",AUTOMOBILE BODY,"AMERICAN AUTO BODY INC 448 Dyer Av (Cranston, 02920), Tel 944-9724 Or 944-1134"
712,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_18.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_19.png']",AUTOMOBILE BODY,"ANTONE AUTO BODY & SALES INC 750 Branch Av (Rear) (02904), Tel 421-2550"
713,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_20.png'],AUTOMOBILE BODY,B & J's Auto Body 106 Hartford Av
714,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_21.png'],AUTOMOBILE BODY,Central Auto Body 1089 Westminster St
715,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_22.png'],AUTOMOBILE BODY,Chase Auto Body Works 318 W Fountain St
716,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_23.png'],AUTOMOBILE BODY,City Auto Body Co 254 Cranston St
717,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_24.png'],AUTOMOBILE BODY,Community Auto Body 422 Valley St
718,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_25.png'],AUTOMOBILE BODY,Custom Coach Limited 55 Rice St
719,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_26.png'],AUTOMOBILE BODY,D & L Auto Body 289 Thurbers Av
720,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_27.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_28.png']",AUTOMOBILE BODY,Desmond Auto Body Works Inc 124 Webster Av
721,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_29.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_30.png']",AUTOMOBILE BODY,Detroit Auto Body Rear 1184 Douglas Av (N Prov)
722,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_31.png'],AUTOMOBILE BODY,Don's Auto Sales & Service 111 Douglas Av
723,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_32.png'],AUTOMOBILE BODY,Downtown Auto Body Inc 558 Smith St
724,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_33.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_34.png']",AUTOMOBILE BODY,Eastern Auto Body & Welding Works 43 Elm St
725,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_35.png'],AUTOMOBILE BODY,Encee Auto Body 8 Homestead Av
726,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_36.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_37.png']",AUTOMOBILE BODY,Federal Auto Body Works Inc 400 W Fountain St
727,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_38.png'],AUTOMOBILE BODY,Fixitt Auto Body 240 Georgia Av
728,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_39.png'],AUTOMOBILE BODY,Four A's Enterprises Inc 254 Cranston St
729,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_40.png'],AUTOMOBILE BODY,Freeway Auto Body Inc 195 Valley St
730,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_41.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_42.png']",AUTOMOBILE BODY,Friendship Body & Radiator Works Inc 111 Point St
731,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_43.png'],AUTOMOBILE BODY,Homestead Auto Service 11 Homestead Av
732,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_44.png'],AUTOMOBILE BODY,J 81 R Auto Body 5 Marvin St
733,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_45.png'],AUTOMOBILE BODY,Junior's Corp 277 Hartford Av
734,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_46.png'],AUTOMOBILE BODY,Murray Auto Body Inc 14 Murray St
735,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_47.png'],AUTOMOBILE BODY,Ney Matthew 120 Regent Av
736,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_48.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_49.png']",AUTOMOBILE BODY,Nick's Auto Body 81. Radiator Works Inc 44 Bradford St
737,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_50.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_51.png']",AUTOMOBILE BODY,Point Street Auto Body Works Inc 185 Point St
738,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_52.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_53.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_54.png']",AUTOMOBILE BODY,"RALPH & SONS AUTO BODY CO 456 Fountain St (02903), Tel 621-8899 (See Index To Advertisers)"
739,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_55.png'],AUTOMOBILE BODY,Richard's Auto Body 688 Manton Av
740,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_56.png'],AUTOMOBILE BODY,Royal Auto Body Works 141 Manton Av
741,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_57.png'],AUTOMOBILE BODY,Sarge's Auto Body Rear 450 Branch Av
742,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_58.png'],AUTOMOBILE BODY,State Body & Radiator Works 57 Eagle St
743,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_59.png'],AUTOMOBILE BODY,Stop And Go Transmissions 271 Reservoir Av
744,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_60.png'],AUTOMOBILE BODY,Testa's Auto Body Works Inc 665 Harris Av
745,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_61.png'],AUTOMOBILE BODY,United Auto Body Inc 17 Narragansett Av
746,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_62.png'],AUTOMOBILE BODY,Valley Auto Body 550 Valley St
747,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_65.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_66.png']",*AUTOMOBILE CUSTOMIZING,"JUNIOR'S CORP 277 Hartford Av (02909), Tel 272-1427"
748,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_68.png'],AUTOMOBILE DEALERS,A-1 Automotive 1577 Westminster St
749,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_69.png'],AUTOMOBILE DEALERS,Al's Auto Sales 295 Huntington Av
750,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_70.png'],AUTOMOBILE DEALERS,Aldrich Auto Sales 110 Aldrich St
751,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_71.png'],AUTOMOBILE DEALERS,Autowize Distribution Center 35 Corliss St
752,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_72.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_73.png']",AUTOMOBILE DEALERS,"BAKER FORDlBMW 550 Pawtucket Av (Pawtucket; 02860), Tel 722-1960"
753,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_75.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_76.png']",AUTOMOBILE DEALERS,"BEECROI'T CHEVROLET HONDA CAR CO 333 Niantic Av (02907), Tel 944- 2500"
754,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_77.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_78.png']",AUTOMOBILE DEALERS,"CANN DODGE INC 1152 Park Av (Cranston; 02910), Tel 944-7600"
755,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_79.png'],AUTOMOBILE DEALERS,Classic Auto Sales Inc 665 Plainfield St
756,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_80.png'],AUTOMOBILE DEALERS,Colonial Motor Sales Inc 1246 N Main St
757,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_81.png'],AUTOMOBILE DEALERS,Criss Cadillac Co Inc 101 Cadillac Dr
758,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_82.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_83.png']",AUTOMOBILE DEALERS,D'Iorio's MotorSales & Serv Inc 152 Federal St
759,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_84.png'],AUTOMOBILE DEALERS,Dunne Ford Sales Inc 705 Elmwood Av
760,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_85.png'],AUTOMOBILE DEALERS,E 81 M Auto Sales 929 N Main St
761,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (2)_86.png'],AUTOMOBILE DEALERS,Elliott Buick Inc 77 Reservoir Av
762,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_2.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_3.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_4.png']",AUTOMOBILE DEALERS-CONTD,"FOURNIER E P co INC 939 Newport Av (Pawtucket; 02861), Tel 725-4556 (See Index To Advertisers)"
763,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_5.png'],AUTOMOBILE DEALERS-CONTD,Fred's Auto Sales 26 Social St
