,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"110 Benefit St, Providence, RI",Blazer Sydney S Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_52.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8303273468,-71.4089140564,100.0,110 BENEFIT ST PROVIDENCE,Blazer Sydney S Apts 110 Benefit St
0,"246 Gano St, Providence, RI",Bomes Edw Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_53.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8278524509,-71.3907760155,100.0,246 GANO ST PROVIDENCE,Bomes Edw Apartments 246 Gano St
0,"250 Gano St, Providence, RI",Bomes Edw Associates,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_54.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.828000505,-71.3907960492,100.0,250 GANO ST PROVIDENCE,Bomes Edw Associates 250 Gano St
0,"100 Atwells Ave, Providence, RI",Bradford House The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_55.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8231300368,-71.4211735209,100.0,100 ATWELLS AVE PROVIDENCE,Bradford House The 100 Atwells Av
0,"1195 Westminster St, Providence, RI",Bridgham Block,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_56.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8169755229,-71.4286550448,100.0,1195 WESTMINSTER ST PROVIDENCE,Bridgham Block 1195 Westminster St
0,"235 Broadway, Providence, RI",Rroadway Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_57.png'],89.04,APARTMENTS AN D TOWN HOUSES,41.8208115676,-71.4253105615,92.0,235 BROADWAY ST PROVIDENCE,Rroadway Apartments 235 Broadway
0,"61 Gesler St, Providence, RI",Broadway Plaza,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_58.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8226857053,-71.4323128403,100.0,61 GESLER ST PROVIDENCE,Broadway Plaza 61 Gesler St
0,"101 Medway St, Providence, RI",Eromley Realty Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_59.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8292069311,-71.3889985141,100.0,101 MEDWAY ST PROVIDENCE,Eromley Realty Co 101 Medway St
0,"2080 Smith St, North Providence, RI",Brook Village,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_60.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8588670006,-71.4870889999,100.0,2080 SMITH ST NORTH PROVIDENCE,Brook Village 2080 Smith St (N Prov)
0,"166 Waterman St, Providence, RI",Brown Association For Cooperative Housing,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_61.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_62.png']",100.0,APARTMENTS AN D TOWN HOUSES,41.8277137727,-71.3938950868,100.0,166 WATERMAN ST PROVIDENCE,Brown Association For Cooperative Housing 166 Waterman St
0,"57 Brownell St, Providence, RI",Brownell Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_63.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8303995042,-71.4186998524,100.0,57 BROWNELL ST PROVIDENCE,Brownell Apartments 57 Brownell St
0,"230 Butler Ave, Providence, RI",Buena Vista Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_64.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8310338103,-71.3845915208,100.0,230 BUTLER AVE PROVIDENCE,Buena Vista Apartments 230 Butler Av
0,"120 Olney St, Providence, RI",Businessmen's Guest House,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_65.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8357153678,-71.4048372771,100.0,120 OLNEY ST PROVIDENCE,Businessmen's Guest House 120 Olney St
0,"1273 N Main St, Providence, RI",Cameo Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_67.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8551369135,-71.4000766349,100.0,1273 N MAIN ST PROVIDENCE,Cameo Apartments 1273 N Main St
0,"258 Broad St, Providence, RI",Capitol Stationery Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_68.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.815789333,-71.420262155,100.0,258 BROAD ST PROVIDENCE,Capitol Stationery Apartments 258 Broad St
0,"1390 Westminster St, Providence, RI",Carol's Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_69.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.816422748,-71.432422031,100.0,1390 WESTMINSTER ST PROVIDENCE,Carol's Apartments 1390 Westminster St
0,"185 Hope St, Providence, RI",Qarriage House The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_70.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8271461563,-71.3971635694,100.0,185 HOPE ST PROVIDENCE,Qarriage House The 185 Hope St
0,"5 Cathedral Sq, Providence, RI",Qgthedral Square Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_72.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8208697176,-71.4153843648,100.0,5 CATHEDRAL SQ PROVIDENCE,Qgthedral Square Apartments 5 Cathedral Sq
0,"460 Charles St, Providence, RI",Charles Place Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_74.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8467689468,-71.4193909436,100.0,460 CHARLES ST PROVIDENCE,Charles Place Apartments 460 Charles St
0,"670 N Main St, Providence, RI",Charlesgate Square North,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_75.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.838403634,-71.4095793598,100.0,670 N MAIN ST PROVIDENCE,Charlesgate Square North 670 N Main St
0,"15 Wesleyan Ave, Providence, RI",thldb Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_76.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8079831194,-71.4185441333,100.0,15 WESLEYAN AVE PROVIDENCE,thldb Apartments 15 Wesleyan Av
0,"155 Elmwood Ave, Providence, RI",Ciccone John T Estate Aparfments,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_77.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_78.png']",100.0,APARTMENTS AN D TOWN HOUSES,41.8087775104,-71.4246938745,100.0,155 ELMWOOD AVE PROVIDENCE,Ciccone John T Estate Aparfments 155 Elmwood Av
0,"127 Elmgrove Ave, Providence, RI",Codding Realty Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_79.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8341785249,-71.3907594521,100.0,127 ELMGROVE AVE PROVIDENCE,Codding Realty Apartments 127 Elmgrove Av
0,"199 Williams St, Providence, RI",Cohen Lena E Mia,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_80.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8225551623,-71.3965657701,94.0,199 WILLIAMS ST PROVIDENCE,Cohen Lena E Mia 199 William St
0,"173 Benefit St, Providence, RI",Colonial Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_81.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.828574498,-71.4081367759,100.0,173 BENEFIT ST PROVIDENCE,Colonial Apartments 173 Benefit St
0,"175 Benefit St, Providence, RI",Colonial Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_82.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8284982722,-71.4081010617,100.0,175 BENEFIT ST PROVIDENCE,Colonial Apartments 175 Benefit St
0,"185 Benefit St, Providence, RI",Colonial Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_83.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8281171431,-71.4079224908,100.0,185 BENEFIT ST PROVIDENCE,Colonial Apartments 185 Benefit St
0,"95 Updike St, Providence, RI",Qolony Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_84.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.803650563,-71.4224555082,100.0,95 UPDIKE ST PROVIDENCE,Qolony Apartments 95 Updike St
0,"118 Comstock Ave, Providence, RI",Comstock Avemie Apartments,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_86.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_87.png']",100.0,APARTMENTS AN D TOWN HOUSES,41.809190976,-71.4192407293,100.0,118 COMSTOCK AVE PROVIDENCE,Comstock Avemie Apartments 118 Comstock Av
0,"116 Evergreen St, Providence, RI",Cure,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_88.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8448216841,-71.4016769914,100.0,116 EVERGREEN ST PROVIDENCE,Cure 116 Evergreen St
0,"315 Thayer St, Providence, RI",gushing Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_89.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8307554695,-71.4008979117,100.0,315 THAYER ST PROVIDENCE,gushing Apartments 315 Thayer St
0,"53 Dartmouth Ave, Providence, RI",Dartmouth Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_90.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8085496728,-71.4217506527,90.0,53 DARTMOUTH AVE PROVIDENCE,Dartmouth Apartments 53 Ddrtmouth Av
0,"12 Dartmouth Ave, Providence, RI",Dartmouth Village Apartments,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_91.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_92.png']",100.0,APARTMENTS AN D TOWN HOUSES,41.808450902,-71.4209486156,100.0,12 DARTMOUTH AVE PROVIDENCE,Dartmouth Village Apartments 12 Dartmouth Av
0,"76 Westminster St, Providence, RI",Dartmouth Village Apartments,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_3.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_4.png']",100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8246366352,-71.4101271767,90.0,76 WESTMINSTER ST PROVIDENCE,Dartmouth Village Apartments 76 Westminster St Rm 304
0,"48 Marlborough Ave, Providence, RI",Declemente Francis Apartments,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_5.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_6.png']",100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8059493436,-71.418600547,100.0,48 MARLBOROUGH AVE PROVIDENCE,Declemente Francis Apartments 48 Marlborough Av
0,"100 Broad St, Providence, RI",Dexter Manor,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_7.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8173096628,-71.4169098804,100.0,100 BROAD ST PROVIDENCE,Dexter Manor 100 Broad St
0,"15 Elmgrove Ave, Providence, RI",Diamond Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_8.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8303770457,-71.3894292313,100.0,15 ELMGROVE AVE PROVIDENCE,Diamond Apartments 15 Elmgrove Av
0,"232 Broad St, Providence, RI",Di Orio Alfred Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_9.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8162327781,-71.4193863608,100.0,232 BROAD ST PROVIDENCE,Di Orio Alfred Apartments 232 Broad St
0,"550 Broad St, Providence, RI",Doherty Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_10.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8090458779,-71.4207280455,100.0,550 BROAD ST PROVIDENCE,Doherty Apartments 550 Broad St
0,"300 Elmwood Ave, Providence, RI",Dorris Apartments The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_11.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8043948926,-71.4254028631,100.0,300 ELMWOOD AVE PROVIDENCE,Dorris Apartments The 300 Elmwood Av
0,"55 Parkis Ave, Providence, RI",Dostou Louis,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_12.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8092095064,-71.4228507131,100.0,55 PARKIS AVE PROVIDENCE,Dostou Louis 55 Parkis Av
0,"108 Doyle Ave, Providence, RI",Doyle Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_13.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.838867869,-71.4042723389,100.0,108 DOYLE AVE PROVIDENCE,Doyle Apartments 108 Doyle Av
0,"158 Medway St, Providence, RI",Edgewood Arms,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_14.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.829129644,-71.3868107729,100.0,158 MEDWAY ST PROVIDENCE,Edgewood Arms 158 Medway St
0,"8 Elmgrove Ave, Providence, RI",Eight Elmgrove Av Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_15.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8300973026,-71.3894892792,100.0,8 ELMGROVE AVE PROVIDENCE,Eight Elmgrove Av Apts 8 Elmgrove Av
0,"211 Waterman St, Providence, RI",Eldorado Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_16.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8282920606,-71.3898867988,100.0,211 WATERMAN ST PROVIDENCE,Eldorado Apartments 211 Waterman St
0,"825 Westminster St, Providence, RI",Elva Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_18.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8175293616,-71.4219601086,100.0,825 WESTMINSTER ST PROVIDENCE,Elva Apartments 825 Westminster St
0,"395 Angell St, Providence, RI",Embassy House,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_19.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8293520623,-71.3918932614,92.0,395 ANGELL ST PROVIDENCE,Embassy House 395 Angel) St
0,"461 Elmwood Ave, Providence, RI",Emery Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_20.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.7996123838,-71.426610013,100.0,461 ELMWOOD AVE PROVIDENCE,Emery Apartments 461 Elmwood Av
0,"483 Elmwood Ave, Providence, RI",Emery Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_21.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.7989816343,-71.4264605614,100.0,483 ELMWOOD AVE PROVIDENCE,Emery Apartments 483 Elmwood Av
0,"111 Everett Ave, Providence, RI",Everett Apartments The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_23.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.835905283,-71.3908616963,100.0,111 EVERETT AVE PROVIDENCE,Everett Apartments The 111 Everett Av
0,"116 Evergreen St, Providence, RI",Evergreen Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_25.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8448216841,-71.4016769914,100.0,116 EVERGREEN ST PROVIDENCE,Evergreen Apartments 116 Evergreen St
0,"442 Pine St, Providence, RI",Falk Edw,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_28.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8132147394,-71.4188039363,100.0,442 PINE ST PROVIDENCE,Falk Edw 442 Pine St
0,"715 Westminster St, Providence, RI",Faulk Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_29.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8184610941,-71.4198378429,100.0,715 WESTMINSTER ST PROVIDENCE,Faulk Apts 715 Westminster St
0,"50 Common St, Providence, RI",Fifty Common St Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_31.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8330482089,-71.4180500827,100.0,50 COMMON ST PROVIDENCE,Fifty Common St Apts 50 Common St
0,"25 Tobey St, Providence, RI",Flaminio Parenti Father Villa,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_32.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8196438878,-71.4355871644,100.0,25 TOBEY ST PROVIDENCE,Flaminio Parenti Father Villa 25 Tobey St
0,"138 Benefit St, Providence, RI",Fraser Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_33.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8294828328,-71.4086211593,100.0,138 BENEFIT ST PROVIDENCE,Fraser Apartments 138 Benefit St
0,"119 Benefit St, Providence, RI",Fraser Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_34.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8301056602,-71.4086847665,100.0,119 BENEFIT ST PROVIDENCE,Fraser Apartments 119 Benefit St
0,"1621 Smith St, North Providence, RI",Fruit Hill Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_35.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8527735238,-71.466574102,100.0,1621 SMITH ST NORTH PROVIDENCE,Fruit Hill Apts 1621 Smith St (N Prov)
0,"231 Gano St, Providence, RI",Gano Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_36.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8272712346,-71.390549478,100.0,231 GANO ST PROVIDENCE,Gano Apartments 231 Gano St
0,"295 Admiral St, Providence, RI",Gianfrancesco Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_37.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8453885079,-71.4258539743,100.0,295 ADMIRAL ST PROVIDENCE,Gianfrancesco Apartments 295 Admiral St
0,"38 Bridgham St, Providence, RI",Governor Apartments Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_38.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8126987077,-71.4243060301,100.0,38 BRIDGHAM ST PROVIDENCE,Governor Apartments Inc 38 Bridgham St
0,"1701 Smith St, North Providence, RI",Granada Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_40.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8541865989,-71.4683615026,100.0,1701 SMITH ST NORTH PROVIDENCE,Granada Apts 1701 Smith St (N Prov)
0,"257 Gano St, Providence, RI",Greenberg Irving,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_41.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8282099399,-71.390676898,100.0,257 GANO ST PROVIDENCE,Greenberg Irving 257 Gano St
0,"78 Medway St, Providence, RI",Qreenberg Melvi,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_42.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8291391683,-71.3899043403,100.0,78 MEDWAY ST PROVIDENCE,Qreenberg Melvin 78 Medway St
0,"226 Gano St, Providence, RI",Greenberg Richd Apartmentsv,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_43.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8270441694,-71.3906681162,100.0,226 GANO ST PROVIDENCE,Greenberg Richd Apartmentsv 226 Gano St
0,"140 Prospect St, Providence, RI",galsey Estate,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_44.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8333614527,-71.4063817837,100.0,140 PROSPECT ST PROVIDENCE,galsey Estate 140 Prospect St
0,"1363 Smith St, North Providence, RI",Hamilton House,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_45.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8488953543,-71.4583173704,100.0,1363 SMITH ST NORTH PROVIDENCE,Hamilton House 1363 Smith St (N Prov)
0,"27 Greenwich St, Providence, RI",Hampton Apartments The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_46.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8024173689,-71.4266470941,100.0,27 GREENWICH ST PROVIDENCE,Hampton Apartments The 27 Greenwich St
0,"50 Harvard Ave, Providence, RI",Harvard Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_47.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8085643185,-71.4192996492,100.0,50 HARVARD AVE PROVIDENCE,Harvard Apartments 50 Harvard Av
0,"489 Elmwood Ave, Providence, RI",Henry Apartments-,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_49.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.7987932686,-71.4264180508,100.0,489 ELMWOOD AVE PROVIDENCE,Henry Apartments- 489 Elmwood Av
0,"170 Benedict St, Providence, RI",Hungtington Tower,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_51.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8061669093,-71.4390594402,100.0,170 BENEDICT ST PROVIDENCE,Hungtington Tower 170 Benedict St
0,"1370 Smith St, North Providence, RI",Jane-Mor Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_53.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8489933748,-71.4588919417,100.0,1370 SMITH ST NORTH PROVIDENCE,Jane-Mor Apartments 1370 Smith St (N Prov)
0,"395 Benefit St, Providence, RI",Kay Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_54.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8209086624,-71.4020905009,100.0,395 BENEFIT ST PROVIDENCE,Kay Apartments 395 Benefit St
0,"160 Benedict St, Providence, RI",Kilmartin John D Sr Plaza,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_55.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8061198524,-71.438956616,100.0,160 BENEDICT ST PROVIDENCE,Kilmartin John D Sr Plaza 160 Benedict St
0,"380 Lloyd Ave, Providence, RI",Tafayette The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_56.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8339580288,-71.392280332,100.0,380 LLOYD AVE PROVIDENCE,Tafayette The 380 Lloyd Av
0,"157 Manton Ave, Providence, RI",Le Blanc Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_57.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8197565464,-71.4464068188,100.0,157 MANTON AVE PROVIDENCE,Le Blanc Apartments 157 Manton Av
0,"8 Blackstone Blvd, Providence, RI",Lincoln Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_58.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8331990294,-71.3839789069,100.0,8 BLACKSTONE BLVD PROVIDENCE,Lincoln Apartments 8 Blackstone Blvd
0,"169 Waterman St, Providence, RI",Lihden Associates Apartments,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_59.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_60.png']",100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8276579899,-71.3935502844,100.0,169 WATERMAN ST PROVIDENCE,Lihden Associates Apartments 169 Waterman St
0,"126 Linwood Ave, Providence, RI",Linwood Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_61.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8069519212,-71.4352454482,100.0,126 LINWOOD AVE PROVIDENCE,Linwood Apartments 126 Linwood Av
0,"102 Linwood Ave, Providence, RI",Einwood Court Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_62.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8073376185,-71.4361089378,100.0,102 LINWOOD AVE PROVIDENCE,Einwood Court Apartments 102 Linwood Av
0,"126 Taber Ave, Providence, RI",Lloyd Manor Amiex,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_63.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8334268385,-71.3923686818,100.0,126 TABER AVE PROVIDENCE,Lloyd Manor Amiex 126 Taber Av
0,"375 Lloyd Ave, Providence, RI",Lloyd Manor Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_64.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8338149029,-71.3924435261,100.0,375 LLOYD AVE PROVIDENCE,Lloyd Manor Apartments 375 Lloyd Av
0,"242 Broad St, Providence, RI",Lola Apartmenfs,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_65.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8161105409,-71.4196319943,100.0,242 BROAD ST PROVIDENCE,Lola Apartmenfs 242 Broad St
0,"85 Governor St, Providence, RI",Londergan Cecelia M,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_66.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.823121125,-71.3940199927,100.0,85 GOVERNOR ST PROVIDENCE,Londergan Cecelia M 85 Governor St
0,"18 Bridgham St, Providence, RI",London Norma,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_67.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8127134125,-71.4231545134,100.0,18 BRIDGHAM ST PROVIDENCE,London Norman 18 Bridgham St
0,"444 Friendship St, Providence, RI",Lynmar Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (2)_68.png'],100.0,APARTMENTS AND TOWN HOUSES CONTD,41.8114468031,-71.4194264083,95.0,444 FRIENDSHIP ST PROVIDENCE,Lynmar Apartments 444 wFriendship St
